user_id,emotion,user_id.1,gaze_x,gaze_y,attention_time,emotion_score,engagement_score,Product Features,Eye direction
287,surprise,427,152,94,2.435256945,0.8,3.235256945,NA,NA
747,neutral,428,633,147,3.582817944,0.5,4.082817944,NA,NA
570,sad,429,22,316,1.548010077,0.2,1.748010077,NA,NA
949,sad,430,99,181,2.968770241,0.2,3.168770241,NA,NA
952,sad,431,600,283,2.148626803,0.2,2.348626803,NA,NA
100,neutral,432,435,487,4.546298455,0.5,5.046298455,NA,NA
306,surprise,433,698,291,2.856158728,0.8,3.656158728,NA,NA
838,angry,434,611,463,2.390134013,0,2.390134013,NA,NA
238,neutral,435,416,462,2.539143681,0.5,3.039143681,NA,NA
902,sad,436,293,404,2.822463522,0.2,3.022463522,NA,NA
970,angry,437,663,232,3.883522783,0,3.883522783,NA,NA
552,surprise,438,545,476,1.689186098,0.8,2.489186098,NA,NA
474,happy,439,676,186,1.443998805,1,2.443998805,NA,NA
360,surprise,440,310,312,4.336735855,0.8,5.136735855,NA,NA
501,surprise,441,565,471,1.20389065,0.8,2.00389065,NA,NA
181,angry,442,390,81,3.749075817,0,3.749075817,NA,NA
990,happy,443,215,75,3.902153637,1,4.902153637,NA,NA
862,sad,444,130,353,2.024147336,0.2,2.224147336,NA,NA
71,neutral,445,289,381,4.589698368,0.5,5.089698368,NA,NA
452,sad,446,161,33,2.235916365,0.2,2.435916365,NA,NA
282,surprise,447,610,48,3.68652163,0.8,4.48652163,NA,NA
606,surprise,448,134,205,3.034818809,0.8,3.834818809,NA,NA
840,angry,449,656,250,4.973419126,0,4.973419126,NA,NA
8,sad,450,271,424,3.51478594,0.2,3.71478594,NA,NA
861,surprise,451,661,228,3.155868442,0.8,3.955868442,NA,NA
234,sad,452,88,225,2.784327851,0.2,2.984327851,NA,NA
313,happy,453,589,300,2.371251652,1,3.371251652,NA,NA
814,happy,454,213,379,2.325643593,1,3.325643593,NA,NA
287,surprise,455,706,104,1.591237767,0.8,2.391237767,NA,NA
563,neutral,456,499,182,2.048498735,0.5,2.548498735,NA,NA
77,surprise,457,556,193,3.791340149,0.8,4.591340149,NA,NA
553,sad,458,371,0,2.687277005,0.2,2.887277005,NA,NA
17,neutral,459,272,371,1.498817227,0.5,1.998817227,NA,NA
171,surprise,460,644,480,2.921884092,0.8,3.721884092,NA,NA
996,surprise,461,208,302,4.532512542,0.8,5.332512542,NA,NA
674,angry,462,421,90,4.80528127,0,4.80528127,NA,NA
755,angry,463,276,238,2.19241723,0,2.19241723,NA,NA
630,angry,464,686,152,4.878655313,0,4.878655313,NA,NA
997,sad,465,472,198,2.448132007,0.2,2.648132007,NA,NA
886,neutral,466,742,399,1.434512348,0.5,1.934512348,NA,NA
102,angry,467,89,498,2.448284342,0,2.448284342,NA,NA
682,neutral,468,435,188,2.004813085,0.5,2.504813085,NA,NA
91,surprise,469,60,451,4.898645519,0.8,5.698645519,NA,NA
520,sad,470,266,52,2.856023021,0.2,3.056023021,NA,NA
221,neutral,471,326,239,2.242120907,0.5,2.742120907,NA,NA
891,sad,472,435,478,1.470306021,0.2,1.670306021,NA,NA
131,neutral,473,307,355,1.591319376,0.5,2.091319376,NA,NA
104,surprise,474,366,151,3.584577839,0.8,4.384577839,NA,NA
902,sad,475,620,301,4.047693115,0.2,4.247693115,NA,NA
179,angry,476,675,25,2.20269962,0,2.20269962,NA,NA
73,sad,477,642,431,2.377200915,0.2,2.577200915,NA,NA
64,happy,478,462,90,4.879846751,1,5.879846751,NA,NA
302,happy,479,14,110,3.361774822,1,4.361774822,NA,NA
794,angry,480,483,439,3.368907634,0,3.368907634,NA,NA
466,neutral,481,167,337,4.540462022,0.5,5.040462022,NA,NA
185,surprise,482,216,109,3.810989149,0.8,4.610989149,NA,NA
902,sad,483,435,185,1.496036899,0.2,1.696036899,NA,NA
181,angry,484,616,315,1.522451973,0,1.522451973,NA,NA
223,sad,485,763,281,2.403677455,0.2,2.603677455,NA,NA
125,angry,486,531,53,2.093272953,0,2.093272953,NA,NA
146,surprise,487,71,287,2.24445313,0.8,3.04445313,NA,NA
510,surprise,488,502,259,3.376662901,0.8,4.176662901,NA,NA
881,happy,489,515,101,4.376430652,1,5.376430652,NA,NA
188,neutral,490,434,382,3.07558432,0.5,3.57558432,NA,NA
864,surprise,491,581,498,3.46562798,0.8,4.26562798,NA,NA
29,surprise,492,714,457,1.967861654,0.8,2.767861654,NA,NA
40,neutral,493,202,35,3.963222028,0.5,4.463222028,NA,NA
346,surprise,494,611,365,1.810057379,0.8,2.610057379,NA,NA
307,happy,495,780,332,3.39499393,1,4.39499393,NA,NA
237,happy,496,82,154,4.536008887,1,5.536008887,NA,NA
271,surprise,497,714,297,1.464518997,0.8,2.264518997,NA,NA
701,angry,498,223,269,1.91629273,0,1.91629273,NA,NA
642,happy,499,345,0,3.883251381,1,4.883251381,NA,NA
701,angry,500,282,49,2.625822984,0,2.625822984,NA,NA
321,happy,501,585,181,4.43455899,1,5.43455899,NA,NA
286,surprise,502,401,498,3.356461487,0.8,4.156461487,NA,NA
509,angry,503,747,339,2.747500984,0,2.747500984,NA,NA
422,surprise,504,11,64,4.806781356,0.8,5.606781356,NA,NA
609,surprise,505,541,114,4.606865352,0.8,5.406865352,NA,NA
673,happy,506,7,100,3.58856944,1,4.58856944,NA,NA
490,angry,507,178,395,1.422253062,0,1.422253062,NA,NA
541,neutral,508,515,381,3.249153164,0.5,3.749153164,NA,NA
961,surprise,509,645,487,4.750989363,0.8,5.550989363,NA,NA
816,neutral,510,71,396,4.566771056,0.5,5.066771056,NA,NA
877,neutral,511,454,154,1.032019463,0.5,1.532019463,NA,NA
488,sad,512,175,362,1.460190941,0.2,1.660190941,NA,NA
915,surprise,513,298,463,2.651218342,0.8,3.451218342,NA,NA
235,angry,514,86,287,1.838014136,0,1.838014136,NA,NA
81,neutral,515,452,426,1.267310533,0.5,1.767310533,NA,NA
918,angry,516,192,130,4.598241076,0,4.598241076,NA,NA
230,angry,517,13,21,4.313054666,0,4.313054666,NA,NA
135,angry,518,288,56,1.69791093,0,1.69791093,NA,NA
896,angry,519,687,64,2.948645625,0,2.948645625,NA,NA
109,sad,520,442,222,4.46356183,0.2,4.66356183,NA,NA
502,angry,521,282,382,1.871085556,0,1.871085556,NA,NA
177,sad,522,511,325,1.488519074,0.2,1.688519074,NA,NA
271,surprise,523,112,64,3.122770034,0.8,3.922770034,NA,NA
338,surprise,524,731,98,2.752669081,0.8,3.552669081,NA,NA
441,happy,525,441,405,1.841420328,1,2.841420328,NA,NA
110,surprise,526,709,21,3.760413238,0.8,4.560413238,NA,NA
792,angry,527,470,405,3.83151423,0,3.83151423,NA,NA
23,neutral,528,722,360,1.909777628,0.5,2.409777628,NA,NA
126,surprise,529,698,460,1.424118531,0.8,2.224118531,NA,NA
27,happy,530,306,215,4.523384043,1,5.523384043,NA,NA
860,surprise,531,438,125,3.558608967,0.8,4.358608967,NA,NA
959,surprise,532,337,123,2.407123205,0.8,3.207123205,NA,NA
666,happy,533,568,480,3.449215479,1,4.449215479,NA,NA
598,neutral,534,231,297,4.091069889,0.5,4.591069889,NA,NA
591,surprise,535,377,263,4.431000942,0.8,5.231000942,NA,NA
525,sad,536,584,244,1.055506252,0.2,1.255506252,NA,NA
617,happy,537,489,499,1.859668257,1,2.859668257,NA,NA
59,neutral,538,221,451,2.000607689,0.5,2.500607689,NA,NA
342,neutral,539,155,302,3.487683175,0.5,3.987683175,NA,NA
268,surprise,540,68,233,2.715199655,0.8,3.515199655,NA,NA
519,neutral,541,470,427,3.063201709,0.5,3.563201709,NA,NA
138,angry,542,447,47,2.46060468,0,2.46060468,NA,NA
987,happy,543,573,228,2.494232855,1,3.494232855,NA,NA
515,happy,544,476,455,4.031259558,1,5.031259558,NA,NA
495,happy,545,351,339,1.391643522,1,2.391643522,NA,NA
949,sad,546,701,22,2.244064167,0.2,2.444064167,NA,NA
58,sad,547,65,364,2.86161157,0.2,3.06161157,NA,NA
132,surprise,548,487,272,4.769140926,0.8,5.569140926,NA,NA
775,happy,549,56,254,1.538395717,1,2.538395717,NA,NA
728,surprise,550,344,231,2.556378269,0.8,3.356378269,NA,NA
810,neutral,551,504,469,1.809954207,0.5,2.309954207,NA,NA
363,neutral,552,139,450,1.248008663,0.5,1.748008663,NA,NA
357,happy,553,252,326,4.653569689,1,5.653569689,NA,NA
725,happy,554,455,18,3.826627657,1,4.826627657,NA,NA
817,angry,555,428,437,4.443664236,0,4.443664236,NA,NA
901,sad,556,448,43,2.119781465,0.2,2.319781465,NA,NA
479,angry,557,765,295,3.578985962,0,3.578985962,NA,NA
611,happy,558,195,76,2.35291322,1,3.35291322,NA,NA
199,angry,559,18,10,3.917037947,0,3.917037947,NA,NA
978,angry,560,636,159,4.001975998,0,4.001975998,NA,NA
78,angry,561,160,44,4.878097652,0,4.878097652,NA,NA
775,happy,562,132,240,4.886576885,1,5.886576885,NA,NA
623,surprise,563,331,116,1.376066643,0.8,2.176066643,NA,NA
820,surprise,564,440,404,2.827151498,0.8,3.627151498,NA,NA
880,neutral,565,500,68,3.916993183,0.5,4.416993183,NA,NA
422,surprise,566,717,92,4.245628315,0.8,5.045628315,NA,NA
433,neutral,567,21,180,3.414225732,0.5,3.914225732,NA,NA
262,happy,568,618,112,2.699984837,1,3.699984837,NA,NA
626,angry,569,415,138,1.03671583,0,1.03671583,NA,NA
978,angry,570,266,248,1.781251347,0,1.781251347,NA,NA
321,happy,571,462,421,4.415303419,1,5.415303419,NA,NA
606,surprise,572,749,428,2.46104606,0.8,3.26104606,NA,NA
641,happy,573,308,246,2.534350786,1,3.534350786,NA,NA
764,sad,574,764,277,2.265108897,0.2,2.465108897,NA,NA
699,sad,575,150,303,1.597816428,0.2,1.797816428,NA,NA
932,angry,576,547,494,4.931365384,0,4.931365384,NA,NA
472,angry,577,517,75,4.48712155,0,4.48712155,NA,NA
938,sad,578,439,228,1.279498321,0.2,1.479498321,NA,NA
161,angry,579,376,259,2.792797838,0,2.792797838,NA,NA
38,surprise,580,465,269,1.949179907,0.8,2.749179907,NA,NA
983,surprise,581,166,64,1.934715047,0.8,2.734715047,NA,NA
788,angry,582,290,370,1.808599699,0,1.808599699,NA,NA
213,surprise,583,584,386,4.842010969,0.8,5.642010969,NA,NA
648,angry,584,121,134,4.901701627,0,4.901701627,NA,NA
256,neutral,585,214,225,1.362252161,0.5,1.862252161,NA,NA
435,happy,586,322,408,3.700325312,1,4.700325312,NA,NA
804,neutral,587,412,249,4.197223674,0.5,4.697223674,NA,NA
513,angry,588,297,302,3.924907188,0,3.924907188,NA,NA
147,angry,589,744,175,1.393983403,0,1.393983403,NA,NA
966,surprise,590,535,265,4.840991208,0.8,5.640991208,NA,NA
333,angry,591,786,492,1.893962603,0,1.893962603,NA,NA
216,surprise,592,507,226,3.205033192,0.8,4.005033192,NA,NA
396,surprise,593,385,60,1.526501427,0.8,2.326501427,NA,NA
386,neutral,594,668,339,4.548458396,0.5,5.048458396,NA,NA
313,happy,595,280,481,1.317510139,1,2.317510139,NA,NA
74,happy,596,138,291,2.188496994,1,3.188496994,NA,NA
538,happy,597,43,37,3.017348773,1,4.017348773,NA,NA
527,happy,598,726,109,3.339801116,1,4.339801116,NA,NA
219,happy,599,54,152,4.664933963,1,5.664933963,NA,NA
174,neutral,600,499,462,2.682166313,0.5,3.182166313,NA,NA
70,neutral,601,295,441,4.989342449,0.5,5.489342449,NA,NA
500,happy,602,413,51,4.212600132,1,5.212600132,NA,NA
755,angry,603,546,409,1.277984009,0,1.277984009,NA,NA
275,neutral,604,102,63,1.274383258,0.5,1.774383258,NA,NA
876,surprise,605,335,43,2.074688694,0.8,2.874688694,NA,NA
67,neutral,606,301,350,3.29888339,0.5,3.79888339,NA,NA
144,angry,607,578,50,1.272354315,0,1.272354315,NA,NA
911,neutral,608,653,466,4.495950782,0.5,4.995950782,NA,NA
654,happy,609,110,391,1.813392485,1,2.813392485,NA,NA
867,happy,610,593,240,4.693694538,1,5.693694538,NA,NA
825,sad,611,715,441,1.073777605,0.2,1.273777605,NA,NA
45,neutral,612,111,10,4.646150037,0.5,5.146150037,NA,NA
58,sad,613,736,268,1.090528662,0.2,1.290528662,NA,NA
699,sad,614,534,461,1.040095796,0.2,1.240095796,NA,NA
369,angry,615,744,269,1.301079874,0,1.301079874,NA,NA
168,sad,616,326,499,3.490510587,0.2,3.690510587,NA,NA
831,surprise,617,566,14,3.726371344,0.8,4.526371344,NA,NA
92,surprise,618,511,12,1.165458639,0.8,1.965458639,NA,NA
866,angry,619,479,9,2.314302776,0,2.314302776,NA,NA
285,sad,620,611,363,4.478085223,0.2,4.678085223,NA,NA
66,sad,621,700,253,1.220713221,0.2,1.420713221,NA,NA
366,neutral,622,486,82,2.066210466,0.5,2.566210466,NA,NA
338,surprise,623,210,427,3.218283551,0.8,4.018283551,NA,NA
913,sad,624,686,444,2.579954788,0.2,2.779954788,NA,NA
325,surprise,625,520,253,4.576124294,0.8,5.376124294,NA,NA
397,sad,626,236,126,3.837440387,0.2,4.037440387,NA,NA
923,surprise,627,226,179,2.457356001,0.8,3.257356001,NA,NA
657,happy,628,122,51,2.368011446,1,3.368011446,NA,NA
126,surprise,629,32,441,4.988649077,0.8,5.788649077,NA,NA
892,neutral,630,487,13,2.150387257,0.5,2.650387257,NA,NA
213,surprise,631,245,488,4.293680523,0.8,5.093680523,NA,NA
534,happy,632,17,211,1.07383563,1,2.07383563,NA,NA
601,neutral,633,729,346,3.118024552,0.5,3.618024552,NA,NA
587,neutral,634,782,92,3.303363429,0.5,3.803363429,NA,NA
757,surprise,635,302,47,1.812175229,0.8,2.612175229,NA,NA
653,surprise,636,746,88,4.410167992,0.8,5.210167992,NA,NA
935,happy,637,100,140,4.072195773,1,5.072195773,NA,NA
165,happy,638,96,122,1.661635549,1,2.661635549,NA,NA
785,sad,639,111,65,3.511738131,0.2,3.711738131,NA,NA
456,neutral,640,548,351,1.756178737,0.5,2.256178737,NA,NA
291,sad,641,34,229,1.192555882,0.2,1.392555882,NA,NA
32,sad,642,757,75,4.729426264,0.2,4.929426264,NA,NA
528,angry,643,295,392,1.153008526,0,1.153008526,NA,NA
945,happy,644,273,267,4.588275636,1,5.588275636,NA,NA
852,happy,645,546,169,3.282161105,1,4.282161105,NA,NA
338,surprise,646,782,463,2.116605182,0.8,2.916605182,NA,NA
105,happy,647,471,146,3.962610923,1,4.962610923,NA,NA
186,sad,648,768,87,1.925587661,0.2,2.125587661,NA,NA
837,angry,649,798,121,3.390911343,0,3.390911343,NA,NA
851,neutral,650,95,127,2.534392251,0.5,3.034392251,NA,NA
797,angry,651,423,121,4.526052456,0,4.526052456,NA,NA
268,surprise,652,617,386,2.58568921,0.8,3.38568921,NA,NA
598,neutral,653,704,104,2.023843244,0.5,2.523843244,NA,NA
224,surprise,654,229,439,3.77501125,0.8,4.57501125,NA,NA
398,happy,655,371,241,4.281952794,1,5.281952794,NA,NA
940,surprise,656,436,178,1.963049027,0.8,2.763049027,NA,NA
42,surprise,657,633,487,1.949902043,0.8,2.749902043,NA,NA
931,happy,658,594,497,4.313437117,1,5.313437117,NA,NA
806,surprise,659,216,420,1.424677626,0.8,2.224677626,NA,NA
544,surprise,660,496,293,1.617381864,0.8,2.417381864,NA,NA
316,neutral,661,16,229,3.397441497,0.5,3.897441497,NA,NA
108,angry,662,455,42,3.925023122,0,3.925023122,NA,NA
666,happy,663,34,62,4.714457566,1,5.714457566,NA,NA
288,surprise,664,651,414,1.797986305,0.8,2.597986305,NA,NA
724,neutral,665,274,464,4.975234983,0.5,5.475234983,NA,NA
351,angry,666,337,497,2.604644358,0,2.604644358,NA,NA
244,neutral,667,682,231,4.390609386,0.5,4.890609386,NA,NA
585,sad,668,274,252,3.424970724,0.2,3.624970724,NA,NA
597,angry,669,47,472,2.744917769,0,2.744917769,NA,NA
832,happy,670,730,180,2.409531534,1,3.409531534,NA,NA
224,surprise,671,748,239,3.387009672,0.8,4.187009672,NA,NA
300,neutral,672,513,421,1.652452233,0.5,2.152452233,NA,NA
520,sad,673,627,252,1.601825292,0.2,1.801825292,NA,NA
906,surprise,674,62,182,1.181176762,0.8,1.981176762,NA,NA
290,surprise,675,645,361,3.700265545,0.8,4.500265545,NA,NA
496,neutral,676,706,273,4.373534713,0.5,4.873534713,NA,NA
770,happy,677,104,11,1.298135342,1,2.298135342,NA,NA
707,neutral,678,620,305,1.296077288,0.5,1.796077288,NA,NA
568,sad,679,123,288,3.881829873,0.2,4.081829873,NA,NA
366,neutral,680,44,483,4.504137736,0.5,5.004137736,NA,NA
674,angry,681,141,363,4.279951584,0,4.279951584,NA,NA
31,sad,682,315,270,4.986997684,0.2,5.186997684,NA,NA
711,surprise,683,758,135,2.434229804,0.8,3.234229804,NA,NA
55,sad,684,206,52,4.18545381,0.2,4.38545381,NA,NA
556,neutral,685,614,37,4.008220224,0.5,4.508220224,NA,NA
493,surprise,686,288,54,4.783361963,0.8,5.583361963,NA,NA
785,sad,687,322,485,1.253585701,0.2,1.453585701,NA,NA
583,angry,688,308,228,1.286756688,0,1.286756688,NA,NA
226,surprise,689,487,434,2.459840793,0.8,3.259840793,NA,NA
56,sad,690,314,320,2.842524231,0.2,3.042524231,NA,NA
418,neutral,691,286,101,2.45458342,0.5,2.95458342,NA,NA
314,neutral,692,345,92,1.257527411,0.5,1.757527411,NA,NA
154,angry,693,23,262,2.185225703,0,2.185225703,NA,NA
880,neutral,694,776,489,2.364861806,0.5,2.864861806,NA,NA
601,neutral,695,394,360,3.665348196,0.5,4.165348196,NA,NA
307,happy,696,643,96,4.818095938,1,5.818095938,NA,NA
549,sad,697,227,230,2.044219515,0.2,2.244219515,NA,NA
127,angry,698,392,464,4.302666218,0,4.302666218,NA,NA
750,happy,699,570,413,4.645086563,1,5.645086563,NA,NA
939,angry,700,562,441,4.565782214,0,4.565782214,NA,NA
32,sad,701,510,79,4.878097347,0.2,5.078097347,NA,NA
989,sad,702,236,142,1.272159876,0.2,1.472159876,NA,NA
326,angry,703,494,276,3.582174166,0,3.582174166,NA,NA
405,sad,704,403,229,2.281999432,0.2,2.481999432,NA,NA
478,angry,705,216,34,1.313960041,0,1.313960041,NA,NA
619,happy,706,691,249,4.899251884,1,5.899251884,NA,NA
772,angry,707,606,273,3.315245492,0,3.315245492,NA,NA
113,sad,708,187,82,2.700281236,0.2,2.900281236,NA,NA
733,angry,709,572,326,4.933063974,0,4.933063974,NA,NA
856,neutral,710,776,228,4.763338957,0.5,5.263338957,NA,NA
37,angry,711,410,254,1.725302202,0,1.725302202,NA,NA
298,happy,712,23,364,2.863736195,1,3.863736195,NA,NA
243,happy,713,463,172,4.570258501,1,5.570258501,NA,NA
409,angry,714,607,319,2.220978501,0,2.220978501,NA,NA
805,angry,715,772,205,4.298280952,0,4.298280952,NA,NA
12,sad,716,346,265,2.175744947,0.2,2.375744947,NA,NA
426,angry,717,651,268,3.466560225,0,3.466560225,NA,NA
807,sad,718,42,151,2.292288427,0.2,2.492288427,NA,NA
952,sad,719,73,35,3.308945183,0.2,3.508945183,NA,NA
80,surprise,720,339,7,4.358070542,0.8,5.158070542,NA,NA
653,surprise,721,600,216,3.464829178,0.8,4.264829178,NA,NA
214,angry,722,74,96,3.010414042,0,3.010414042,NA,NA
37,angry,723,215,396,2.037388634,0,2.037388634,NA,NA
608,angry,724,534,91,1.690310981,0,1.690310981,NA,NA
482,happy,725,608,246,4.418003626,1,5.418003626,NA,NA
487,happy,726,94,148,1.354283188,1,2.354283188,NA,NA
655,neutral,727,751,301,2.253466983,0.5,2.753466983,NA,NA
828,neutral,728,503,428,1.205751811,0.5,1.705751811,NA,NA
835,neutral,729,157,51,3.781829557,0.5,4.281829557,NA,NA
312,sad,730,284,188,4.060118284,0.2,4.260118284,NA,NA
679,surprise,731,308,263,2.796109839,0.8,3.596109839,NA,NA
895,neutral,732,368,27,4.118439358,0.5,4.618439358,NA,NA
347,surprise,733,8,156,1.09012898,0.8,1.89012898,NA,NA
332,neutral,734,130,40,4.529665466,0.5,5.029665466,NA,NA
706,surprise,735,189,225,1.278531032,0.8,2.078531032,NA,NA
756,neutral,736,238,330,2.378158031,0.5,2.878158031,NA,NA
273,neutral,737,292,314,1.254815758,0.5,1.754815758,NA,NA
765,surprise,738,439,386,4.508038165,0.8,5.308038165,NA,NA
960,angry,739,656,82,2.269090832,0,2.269090832,NA,NA
81,neutral,740,613,381,2.73917144,0.5,3.23917144,NA,NA
129,angry,741,603,487,4.145203334,0,4.145203334,NA,NA
813,happy,742,196,378,2.62106474,1,3.62106474,NA,NA
497,happy,743,175,200,1.458192461,1,2.458192461,NA,NA
937,happy,744,343,443,3.924234776,1,4.924234776,NA,NA
207,neutral,745,455,152,3.340658372,0.5,3.840658372,NA,NA
939,angry,746,601,119,4.507764871,0,4.507764871,NA,NA
530,angry,747,680,262,4.00460283,0,4.00460283,NA,NA
943,neutral,748,23,411,1.648809467,0.5,2.148809467,NA,NA
718,sad,749,587,340,4.158513978,0.2,4.358513978,NA,NA
854,angry,750,120,268,4.229906183,0,4.229906183,NA,NA
422,surprise,751,397,237,1.293480186,0.8,2.093480186,NA,NA
295,neutral,752,262,312,3.225915065,0.5,3.725915065,NA,NA
526,happy,753,203,211,2.324394886,1,3.324394886,NA,NA
823,sad,754,88,249,3.244111895,0.2,3.444111895,NA,NA
894,sad,755,231,191,2.362981041,0.2,2.562981041,NA,NA
852,happy,756,339,244,4.196276572,1,5.196276572,NA,NA
593,happy,757,491,26,1.41649137,1,2.41649137,NA,NA
374,surprise,758,192,143,4.402525791,0.8,5.202525791,NA,NA
958,neutral,759,82,140,2.297850433,0.5,2.797850433,NA,NA
495,happy,760,170,490,1.949951236,1,2.949951236,NA,NA
56,sad,761,406,197,1.916240614,0.2,2.116240614,NA,NA
791,happy,762,709,399,1.747929274,1,2.747929274,NA,NA
141,neutral,763,468,323,1.228421833,0.5,1.728421833,NA,NA
329,happy,764,541,468,1.34930516,1,2.34930516,NA,NA
595,sad,765,545,63,3.197974519,0.2,3.397974519,NA,NA
689,angry,766,431,492,2.692960752,0,2.692960752,NA,NA
287,surprise,767,198,108,2.054748314,0.8,2.854748314,NA,NA
79,neutral,768,117,26,1.59338658,0.5,2.09338658,NA,NA
622,surprise,769,687,322,2.149247672,0.8,2.949247672,NA,NA
314,neutral,770,306,395,4.290946593,0.5,4.790946593,NA,NA
793,surprise,771,124,90,2.429493096,0.8,3.229493096,NA,NA
780,surprise,772,250,161,1.521208599,0.8,2.321208599,NA,NA
410,happy,773,364,93,3.50993648,1,4.50993648,NA,NA
443,neutral,774,631,312,4.641074275,0.5,5.141074275,NA,NA
913,sad,775,446,217,3.9174208,0.2,4.1174208,NA,NA
553,sad,776,251,96,1.578127302,0.2,1.778127302,NA,NA
190,neutral,777,745,77,3.240951684,0.5,3.740951684,NA,NA
786,surprise,778,563,105,2.572378038,0.8,3.372378038,NA,NA
769,sad,779,86,379,3.365447859,0.2,3.565447859,NA,NA
450,angry,780,206,121,4.84176026,0,4.84176026,NA,NA
292,neutral,781,714,323,3.899549786,0.5,4.399549786,NA,NA
561,surprise,782,162,420,1.056959903,0.8,1.856959903,NA,NA
587,neutral,783,535,300,2.718273615,0.5,3.218273615,NA,NA
434,surprise,784,53,377,1.299138509,0.8,2.099138509,NA,NA
659,surprise,785,33,348,3.991133498,0.8,4.791133498,NA,NA
825,sad,786,223,410,2.397823125,0.2,2.597823125,NA,NA
203,sad,787,403,56,4.168521426,0.2,4.368521426,NA,NA
241,happy,788,732,485,1.851848249,1,2.851848249,NA,NA
280,sad,789,615,494,1.242105645,0.2,1.442105645,NA,NA
510,surprise,790,36,327,3.147016182,0.8,3.947016182,NA,NA
682,neutral,791,90,340,3.016522894,0.5,3.516522894,NA,NA
654,happy,792,91,322,1.242686278,1,2.242686278,NA,NA
978,angry,793,209,146,2.726322411,0,2.726322411,NA,NA
640,sad,794,405,254,1.4698514,0.2,1.6698514,NA,NA
883,surprise,795,401,81,4.421943173,0.8,5.221943173,NA,NA
43,surprise,796,135,347,4.372543412,0.8,5.172543412,NA,NA
41,happy,797,440,76,1.237746548,1,2.237746548,NA,NA
282,surprise,798,436,86,3.222915084,0.8,4.022915084,NA,NA
484,surprise,799,743,442,3.794498267,0.8,4.594498267,NA,NA
792,angry,800,715,242,1.607216314,0,1.607216314,NA,NA
889,angry,801,569,333,4.825842633,0,4.825842633,NA,NA
66,sad,802,637,224,4.261787688,0.2,4.461787688,NA,NA
580,neutral,803,42,23,2.436152091,0.5,2.936152091,NA,NA
897,happy,804,556,308,3.9570415,1,4.9570415,NA,NA
163,surprise,805,31,461,3.450795617,0.8,4.250795617,NA,NA
892,neutral,806,90,338,4.624549642,0.5,5.124549642,NA,NA
291,sad,807,440,50,2.810795779,0.2,3.010795779,NA,NA
675,surprise,808,227,384,4.414750326,0.8,5.214750326,NA,NA
552,surprise,809,56,22,3.165272479,0.8,3.965272479,NA,NA
178,neutral,810,246,368,4.231716584,0.5,4.731716584,NA,NA
164,sad,811,756,163,2.830249277,0.2,3.030249277,NA,NA
859,happy,812,793,306,4.437866211,1,5.437866211,NA,NA
596,happy,813,231,70,1.54370427,1,2.54370427,NA,NA
326,angry,814,522,245,1.45676811,0,1.45676811,NA,NA
123,happy,815,542,128,3.619394813,1,4.619394813,NA,NA
788,angry,816,425,29,1.688523607,0,1.688523607,NA,NA
842,angry,817,181,2,3.890485111,0,3.890485111,NA,NA
546,neutral,818,66,142,4.311996677,0.5,4.811996677,NA,NA
928,surprise,819,428,141,3.90326693,0.8,4.70326693,NA,NA
157,surprise,820,579,490,3.082651656,0.8,3.882651656,NA,NA
127,angry,821,783,473,3.046399591,0,3.046399591,NA,NA
346,surprise,822,46,268,3.444961033,0.8,4.244961033,NA,NA
791,happy,823,540,347,4.107515869,1,5.107515869,NA,NA
309,surprise,824,6,390,3.311922208,0.8,4.111922208,NA,NA
308,surprise,825,254,329,3.326391766,0.8,4.126391766,NA,NA
550,sad,826,155,163,3.316816963,0.2,3.516816963,NA,NA
692,sad,827,115,122,1.659410794,0.2,1.859410794,NA,NA
251,happy,828,468,432,1.469242321,1,2.469242321,NA,NA
778,angry,829,312,422,2.265410596,0,2.265410596,NA,NA
394,sad,830,190,463,1.767419902,0.2,1.967419902,NA,NA
347,surprise,831,136,303,2.377534037,0.8,3.177534037,NA,NA
465,surprise,832,757,110,1.010463367,0.8,1.810463367,NA,NA
396,surprise,833,8,449,4.196568795,0.8,4.996568795,NA,NA
343,neutral,834,545,49,4.048783401,0.5,4.548783401,NA,NA
334,sad,835,497,61,3.799298827,0.2,3.999298827,NA,NA
50,surprise,836,233,318,2.73356749,0.8,3.53356749,NA,NA
43,surprise,837,563,163,2.867528067,0.8,3.667528067,NA,NA
924,happy,838,343,91,2.341178293,1,3.341178293,NA,NA
685,happy,839,678,376,4.240494801,1,5.240494801,NA,NA
217,neutral,840,459,288,4.689880482,0.5,5.189880482,NA,NA
231,happy,841,571,272,4.925073588,1,5.925073588,NA,NA
925,surprise,842,97,244,3.998715456,0.8,4.798715456,NA,NA
362,angry,843,459,321,3.878042445,0,3.878042445,NA,NA
235,angry,844,682,29,1.217852208,0,1.217852208,NA,NA
60,sad,845,95,267,4.792791582,0.2,4.992791582,NA,NA
883,surprise,846,1,0,3.817764578,0.8,4.617764578,NA,NA
580,neutral,847,381,214,2.428911468,0.5,2.928911468,NA,NA
18,neutral,848,44,346,2.782575851,0.5,3.282575851,NA,NA
309,surprise,849,315,1,1.296468681,0.8,2.096468681,NA,NA
380,surprise,850,180,374,2.115732303,0.8,2.915732303,NA,NA
910,happy,851,678,206,4.036195517,1,5.036195517,NA,NA
907,surprise,852,283,393,4.842855786,0.8,5.642855786,NA,NA
